event_year,publication_date,document_number,title,country_mentioned,country_in_12_economy_sample,context_sequence,context,raw_text_sha256,source_flag,review_status,p3_merge_ready
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,11,"ussia; (4) Special Technology Center, a.k.a., the following one alias: --STC, Ltd. Gzhatskaya 21 k2, St. Petersburg, Russia; and 21-2 Gzhatskaya Street, St. Petersburg, Russia; and (5) Zorsecurity Center (f.k.a., Esage Lab), a.k.a., the following one alias: --TSOR Security. Luzhnetskaya Embankment \2/4\, Building 17, Office 444, Moscow 11927",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,12,"nd (5) Zorsecurity Center (f.k.a., Esage Lab), a.k.a., the following one alias: --TSOR Security. Luzhnetskaya Embankment \2/4\, Building 17, Office 444, Moscow 119270, Russia. Export Administration Act Although the Export Administration Act expired on August 20, 2001, the President, through Executive Order 13222 of August 17, 2001, 3 CFR, 2001 Co",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,13,"6, 81 FR 52587 (August 8, 2016); Notice of September 15, 2016, 81 FR 64343 (September 19, 2016). 0 2. Supplement No. 4 to part 744 is amended by adding under the destination of Russia, in alphabetical order, five Russian entities. The additions read as follows: Supplement No. 4 to Part 744--Entity List * * * * * --------------------------------------------",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,14,* * * * * * * ---------------------------------------------------------------------------------------------------------------- RUSSIA * * * * * * Autonomous Noncommercial For all items Presumption of 82 FR [INSERT FR,d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,15,"--ANO PO KSI Prospekt Mira D 68, Str 1A, Moscow 129110, Russia; and Dom 3, Lazurnaya Ulitsa, Solnechnogorskiy Raion, Andreyevka, Moscow Region",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,16,"Lazurnaya Ulitsa, Solnechnogorskiy Raion, Andreyevka, Moscow Region 141551, Russia * * * * * * Federal Security Service For all items Presumption of 82 FR [INSERT FR",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,17,"Bezopasnosti EAR) Ulitsa Kuznetskiy Most, Dom 22, Moscow 107031, Russia; and Lubyanskaya Ploschad, Dom 2, Moscow 107031, Russia [[Page 725]]",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,18,"Dom 22, Moscow 107031, Russia; and Lubyanskaya Ploschad, Dom 2, Moscow 107031, Russia [[Page 725]] * * * * * * Main Intelligence For all items Presumption of 8",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,19,"--Main Intelligence Department Khoroshevskoye Shosse 76, Khodinka, Moscow, Russia; and Ministry of Defence of the Russian Federation, Frunzenskaya",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,20,"of the Russian Federation, Frunzenskaya nab., 22/2, Moscow 119160, Russia * * * * * * Special Technology Center, For all items Presumption of 82 FR [INSERT FR",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,21,"744.11 of the EAR) Gzhatskaya 21 k2, St. Petersburg, Russia; and 21-2 Gzhatskaya Street, St. Petersburg, Russia. * * * * *",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,22,"hatskaya 21 k2, St. Petersburg, Russia; and 21-2 Gzhatskaya Street, St. Petersburg, Russia. * * * * * * Zorsecurity Center For all items Presumption of 82 FR [INSERT FR",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,23,"Luzhnetskaya Embankment \2/ 4\, Building 17, Office 444, Moscow 119270, Russia * * * * * * ----------------------------------------------------------------------------------------------------------------",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-04,2016-31969,Addition of Certain Entities to the Entity List,Russia,False,24,"aliases --Glavnoe Razvedyvatel'noe Upravlenie; --GRU; and --Main Intelligence Department. Khoroshevskoye Shosse 76, Khodinka, Moscow, Russia; and Ministry of Defence of the Russian Federation, Frunzenskaya nab., 22/2, Moscow 119160, Russia; (4) Special Technology Center, a.k.a., the following one alias: --STC, Ltd. Gzhatskaya 21 k2, St. Petersburg, Russia; a",d9382e1a39304b42bae0e11d42b86a5cacd1104e8bbda46d7143b6e81f655f27,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,1,ates. These five persons will be listed on the Entity List under the destination of Turkey. This final rule also removes one entity from the Entity List under the destination of India as the result of a request for removal received by BIS and a review of information provided in the removal request in accordance with the procedure for requesting removal or mo,1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,2,"ions of Armenia, Greece, Pakistan, Russia and the United Kingdom (U.K.). Four of these entries are modified to reflect the removal from the Entity List of the entity located in India. The license requirement for the entry under the destination of Russia is being revised to conform with a general license issued by the Department of the Treasury's Office of Fo",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,3,"s rule implements a decision of the ERC to remove the following entry from the Entity List on the basis of on a removal request received by the BIS: Veteran Avia LLC, located in India. The ERC decided to remove Veteran Avia LLC (India) based on information received by BIS regarding activities at the listed location in India and further review conducted by th",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,4,"e following entry from the Entity List on the basis of on a removal request received by the BIS: Veteran Avia LLC, located in India. The ERC decided to remove Veteran Avia LLC (India) based on information received by BIS regarding activities at the listed location in India and further review conducted by the ERC. This final rule implements the decision t",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,5,"e BIS: Veteran Avia LLC, located in India. The ERC decided to remove Veteran Avia LLC (India) based on information received by BIS regarding activities at the listed location in India and further review conducted by the ERC. This final rule implements the decision to remove the following entity located in India from the Entity List: India (1) Veteran",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,6,"garding activities at the listed location in India and further review conducted by the ERC. This final rule implements the decision to remove the following entity located in India from the Entity List: India (1) Veteran Avia LLC, a.k.a., the following one alias: --Veteran Airline. A-107, Lajpat Nagar--I, New Delhi 110024, India and Room No. 34 Im",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,7,"sted location in India and further review conducted by the ERC. This final rule implements the decision to remove the following entity located in India from the Entity List: India (1) Veteran Avia LLC, a.k.a., the following one alias: --Veteran Airline. A-107, Lajpat Nagar--I, New Delhi 110024, India and Room No. 34 Import Cargo, IGI Airport Term",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,8,"entity located in India from the Entity List: India (1) Veteran Avia LLC, a.k.a., the following one alias: --Veteran Airline. A-107, Lajpat Nagar--I, New Delhi 110024, India and Room No. 34 Import Cargo, IGI Airport Terminal--II, New Delhi 110037, India; and 25B, Camac Street 3E, Camac Court Kolkatta, 700016, India; and Ali's Chamber #202, 2nd Floo",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,9,".k.a., the following one alias: --Veteran Airline. A-107, Lajpat Nagar--I, New Delhi 110024, India and Room No. 34 Import Cargo, IGI Airport Terminal--II, New Delhi 110037, India; and 25B, Camac Street 3E, Camac Court Kolkatta, 700016, India; and Ali's Chamber #202, 2nd Floor Sahar Cargo Complex Andheri East Mumbai, 400099, India. (See also addresses un",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,10,"Lajpat Nagar--I, New Delhi 110024, India and Room No. 34 Import Cargo, IGI Airport Terminal--II, New Delhi 110037, India; and 25B, Camac Street 3E, Camac Court Kolkatta, 700016, India; and Ali's Chamber #202, 2nd Floor Sahar Cargo Complex Andheri East Mumbai, 400099, India. (See also addresses under Armenia, Greece, Pakistan, and U.K). The removal of the",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,11,"--II, New Delhi 110037, India; and 25B, Camac Street 3E, Camac Court Kolkatta, 700016, India; and Ali's Chamber #202, 2nd Floor Sahar Cargo Complex Andheri East Mumbai, 400099, India. (See also addresses under Armenia, Greece, Pakistan, and U.K). The removal of the person referenced above, which was approved by the ERC, eliminates the existing license re",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,12,"LLC, a.k.a., Veteran Airline, under the destinations of Armenia, Greece, Pakistan and the United Kingdom. As described above, the ERC approved the removal of Veteran Avia LLC (India). Therefore, this final rule makes conforming changes to the remaining four entries for the entity to remove the cross references to India. This final rule does not make any oth",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,13,"oved the removal of Veteran Avia LLC (India). Therefore, this final rule makes conforming changes to the remaining four entries for the entity to remove the cross references to India. This final rule does not make any other changes to these four entries, except for revising the Federal Register citation column to reflect this conforming change being made to",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,14,consistent treatment of this entity under both the EAR and OFAC's sanctions regime. The other four conforming changes are limited to reflecting the removal of Veteran Avia LLC (India). These four changes are needed to correct the cross-referencing parenthetical phrase included in each of these four entries. No other law requires that a notice of proposed,1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,15,"ne alias:--Veteran Airline. 64, Baghramyam Avenue, Apt 16, Yerevan 0033, Armenia; and 1 Eervand Kochari Street Room 1, 375070 Yerevan, Armenia (See also addresses under Greece, India, Pakistan, and U.K.)'' ; 0 b. By revising, under Greece, one Greek entity ``Veteran Avia LLC, a.k.a., the following one alias:--Veteran Airline. 24, A. Koumbi Street, Markopoulo",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,16,"e Greek entity ``Veteran Avia LLC, a.k.a., the following one alias:--Veteran Airline. 24, A. Koumbi Street, Markopoulo 190 03, Attika, Greece (See also addresses under Armenia, India, Pakistan, and U.K.)'' ; 0 c. By removing, under India, one Indian entity, ``Veteran Avia LLC, a.k.a., the following one alias:--Veteran Airline. A-107, Lajpat Nagar--I, New Del",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,17,"ng one alias:--Veteran Airline. 24, A. Koumbi Street, Markopoulo 190 03, Attika, Greece (See also addresses under Armenia, India, Pakistan, and U.K.)'' ; 0 c. By removing, under India, one Indian entity, ``Veteran Avia LLC, a.k.a., the following one alias:--Veteran Airline. A-107, Lajpat Nagar--I, New Delhi 110024, India; and Room No. 34 Import Cargo, IGI Ai",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,18,"and U.K.)'' ; 0 c. By removing, under India, one Indian entity, ``Veteran Avia LLC, a.k.a., the following one alias:--Veteran Airline. A-107, Lajpat Nagar--I, New Delhi 110024, India; and Room No. 34 Import Cargo, IGI Airport Terminal--II, New Delhi 110037, India; and 25B, Camac Street 3E, Camac Court Kolkatta, 700016, India; and Ali's Chamber #202, 2nd Flo",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,19,"C, a.k.a., the following one alias:--Veteran Airline. A-107, Lajpat Nagar--I, New Delhi 110024, India; and Room No. 34 Import Cargo, IGI Airport Terminal--II, New Delhi 110037, India; and 25B, Camac Street 3E, Camac Court Kolkatta, 700016, India; and Ali's Chamber #202, 2nd Floor Sahar Cargo Complex Andheri East Mumbai, 400099, India (See also addresses und",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,20,"jpat Nagar--I, New Delhi 110024, India; and Room No. 34 Import Cargo, IGI Airport Terminal--II, New Delhi 110037, India; and 25B, Camac Street 3E, Camac Court Kolkatta, 700016, India; and Ali's Chamber #202, 2nd Floor Sahar Cargo Complex Andheri East Mumbai, 400099, India (See also addresses under Armenia, Greece, Pakistan, and U.K.).'' ; 0 d. By revising, u",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,21,"l--II, New Delhi 110037, India; and 25B, Camac Street 3E, Camac Court Kolkatta, 700016, India; and Ali's Chamber #202, 2nd Floor Sahar Cargo Complex Andheri East Mumbai, 400099, India (See also addresses under Armenia, Greece, Pakistan, and U.K.).'' ; 0 d. By revising, under Pakistan, one Pakistani entity, ``Veteran Avia LLC, a.k.a., the following one alias:-",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,22,"eran Avia LLC, a.k.a., the following one alias:--Veteran Airline. Room No. 1, ALC Building, PIA Cargo Complex Jiap, Karachi, Pakistan (See also addresses under Armenia, Greece, India, U.A.E., and U.K.)''; 0 e. By revising, under Russia, one Russian entity ``FAU `Glavgosekspertiza Rossii', a.k.a., the following three aliases:-- Federal Autonomous Institution `",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,India,True,23,"itish entity ``Veteran Avia LLC, a.k.a., the following one alias:--Veteran Airline. 1 Beckett Place, South Hamptonshire, London, U.K. (See also addresses under Armenia, Greece, India, and Pakistan).'' The additions and revisions read as follows: Supplement No. 4 to Part 744--Entity List * * * * * ---------------------------------------------------------",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,Russia,False,1,"val or modification of an Entity List entity. Finally, this rule is also revising five existing entries in the Entity List, under the destinations of Armenia, Greece, Pakistan, Russia and the United Kingdom (U.K.). Four of these entries are modified to reflect the removal from the Entity List of the entity located in India. The license requirement for the ent",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,Russia,False,2,"). Four of these entries are modified to reflect the removal from the Entity List of the entity located in India. The license requirement for the entry under the destination of Russia is being revised to conform with a general license issued by the Department of the Treasury's Office of Foreign Assets Control on December 20, 2016. DATES: This rule is effecti",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,Russia,False,3,"In light of OFAC's General License No. 11, BIS makes a conforming change by modifying the listing for FAU `Glavgosekspertiza Rossii' on the Entity List under the destination of Russia (the term used in the EAR for the Russian Federation). This final rule modifies the license requirement column for this entity to specify that the Entity List's license require",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
2017,2017-01-10,2016-31833,Addition of Certain Persons and Revisions to Entries on the Entity List; and Removal of a Person From the Entity List,Russia,False,4,"re ordinarily incident and necessary to requesting, contracting for, paying for, receiving or utilizing a project design review or permit from this listed entity's office(s) in Russia, so long as the underlying project occurs wholly within Russia and no transactions otherwise violate E.O. 13685). The listing for Ukraine on the Commerce Country Chart, Supp. No",1f25510ab8325ba6772df684ea33f6505aea0404d0d97cbdb964f7f581df4714,Federal_Register_official_full_text_literal_match,literal_mention_not_yet_legal_scope_coding,False
